date,product,price,temperature_2m_mean,precipitation_sum,dow,month,price_lag_1,price_lag_7,price_lag_14,price_lag_28,price_roll7_mean,target_t_plus_7
2022-02-27,tomate,759.9239081899318,18.8,0.0,6,2,762.1598752346035,779.163917412325,803.5053263359657,843.8639636143533,770.2806499320325,750.4959239452082
2022-02-28,tomate,757.8923240817547,18.9,0.0,0,2,759.9239081899318,775.9732575622713,799.9367755534811,842.0393552897625,767.5320771859762,750.1208182225622
2022-03-01,tomate,756.0754837288798,18.9,0.0,1,3,757.8923240817547,772.9051310220298,796.3685472075779,840.0003516363262,764.9490866887596,750.0000899399603
2022-03-02,tomate,754.4826527844608,20.0,0.0,2,3,756.0754837288798,769.9751848440825,792.8188388059091,837.7573513115829,762.5448513611669,750.1343547961847
2022-03-03,tomate,753.1219544823525,20.6,1.0,3,3,754.4826527844608,767.1983613787578,789.3057534067837,835.3217933299729,760.3316324955066,750.522928057661
2022-03-04,tomate,752.0003282096584,20.3,0.9,4,3,753.1219544823525,764.5888220701572,785.8472072958872,832.7060987253298,758.3207172245915,751.1638280505126
2022-03-05,tomate,751.1234941167452,20.0,0.0,5,3,752.0003282096584,762.1598752346035,782.460838615519,829.9236072051979,756.5223609588058,752.0537862668431
2022-03-06,tomate,750.4959239452082,20.2,0.9,6,3,751.1234941167452,759.9239081899318,779.163917412325,826.9885091200322,754.9457350848262,753.188264033708
2022-03-07,tomate,750.1208182225622,20.2,0.1,0,3,750.4959239452082,757.8923240817547,775.9732575622713,823.9157730942284,753.598880192723,754.5614756597663
2022-03-08,tomate,750.0000899399603,20.0,0.1,1,3,750.1208182225622,756.0754837288798,772.9051310220298,820.7210696880547,752.488665069981,756.1664179415644
2022-03-09,tomate,750.1343547961847,20.5,0.2,2,3,750.0000899399603,754.4826527844608,769.9751848440825,817.4206914798015,751.620751671564,757.9949058789778
2022-03-10,tomate,750.522928057661,19.9,2.4,3,3,750.1343547961847,753.1219544823525,767.1983613787578,814.0314699757179,750.9995662446673,760.0376144176632
2022-03-11,tomate,751.1638280505126,20.0,1.3,4,3,750.522928057661,752.0003282096584,764.5888220701572,810.5706897714854,750.6282767554256,762.2841260056418
2022-03-12,tomate,752.0537862668431,19.9,4.6,5,3,751.1638280505126,751.1234941167452,762.1598752346035,807.0560004029934,750.5087767326906,764.7229837214804
2022-03-13,tomate,753.188264033708,20.1,0.4,6,3,752.0537862668431,750.4959239452082,759.9239081899318,803.5053263359657,750.6416756112759,767.3417497031235
2022-03-14,tomate,754.5614756597663,20.7,0.1,0,3,753.188264033708,750.1208182225622,757.8923240817547,799.9367755534811,751.0262956239187,770.1270685793972
2022-03-15,tomate,756.1664179415644,20.7,0.0,1,3,754.5614756597663,750.0000899399603,756.0754837288798,796.3685472075779,751.6606752578052,773.0647355806922
2022-03-16,tomate,757.9949058789778,20.4,0.4,2,3,756.1664179415644,750.1343547961847,754.4826527844608,792.8188388059091,752.5415792580343,776.1397689814696
2022-03-17,tomate,760.0376144176632,21.0,3.1,3,3,757.9949058789778,750.522928057661,753.1219544823525,789.3057534067837,753.6645151270047,779.336486505143
2022-03-18,tomate,762.2841260056418,21.1,3.3,4,3,760.0376144176632,751.1638280505126,752.0003282096584,785.8472072958872,755.0237560355765,782.6385853016808
2022-03-19,tomate,764.7229837214804,20.9,0.2,5,3,762.2841260056418,752.0537862668431,751.1234941167452,782.460838615519,756.6123700291664,786.0292250900537
2022-03-20,tomate,767.3417497031235,20.3,0.1,6,3,764.7229837214804,753.188264033708,750.4959239452082,779.163917412325,758.4222553798289,789.491114041512
2022-03-21,tomate,770.1270685793972,20.5,0.0,0,3,767.3417497031235,754.5614756597663,750.1208182225622,775.9732575622713,760.4441819040311,793.0065969656977
2022-03-22,tomate,773.0647355806922,21.2,2.8,1,3,770.1270685793972,756.1664179415644,750.0000899399603,772.9051310220298,762.6678380354068,796.557745349854
2022-03-23,tomate,776.1397689814696,21.6,2.7,2,3,773.0647355806922,757.9949058789778,750.1343547961847,769.9751848440825,765.0818834124251,800.1264487919461
2022-03-24,tomate,779.336486505143,21.3,1.2,3,3,776.1397689814696,760.0376144176632,750.522928057661,767.1983613787578,767.6740067127812,803.694507361391
2022-03-25,tomate,782.6385853016808,20.2,0.0,4,3,779.336486505143,762.2841260056418,751.1638280505126,764.5888220701572,770.430988439564,807.2437244163738
2022-03-26,tomate,786.0292250900537,20.0,0.0,5,3,782.6385853016808,764.7229837214804,752.0537862668431,762.1598752346035,773.3387683389981,810.7559994043908
2022-03-27,tomate,789.491114041512,20.0,0.0,6,3,786.0292250900537,767.3417497031235,753.188264033708,759.9239081899318,776.3825171059372,814.2134201727492
2022-03-28,tomate,793.0065969656977,20.8,0.7,0,3,789.491114041512,770.1270685793972,754.5614756597663,757.8923240817547,779.5467120114212,817.5983543182529
2022-03-29,tomate,796.557745349854,21.7,0.3,1,3,793.0065969656977,773.0647355806922,756.1664179415644,756.0754837288798,782.8152160666069,820.8935391101995
2022-03-30,tomate,800.1264487919461,21.6,1.6,2,3,796.557745349854,776.1397689814696,757.9949058789778,754.4826527844608,786.1713603193444,824.0821695280983
2022-03-31,tomate,803.694507361391,21.5,2.4,3,3,800.1264487919461,779.336486505143,760.0376144176632,753.1219544823525,789.5980288636981,827.1479839651216
2022-04-01,tomate,807.2437244163738,21.2,3.1,4,4,803.694507361391,782.6385853016808,762.2841260056418,752.0003282096584,793.0777461288765,830.0753471602176
2022-04-02,tomate,810.7559994043908,21.6,2.7,5,4,807.2437244163738,786.0292250900537,764.7229837214804,751.1234941167452,796.5927660024041,832.8493299359394
2022-04-03,tomate,814.2134201727492,21.0,8.5,6,4,810.7559994043908,789.491114041512,767.3417497031235,750.4959239452082,800.1251623330236,835.4557853353392
2022-04-04,tomate,817.5983543182529,20.2,9.0,0,4,814.2134201727492,793.0065969656977,770.1270685793972,750.1208182225622,803.6569203517719,837.881420769636
2022-04-05,tomate,820.8935391101995,19.8,30.9,1,4,817.5983543182529,796.557745349854,773.0647355806922,750.0000899399603,807.170028544994,840.1138658087172
2022-04-06,tomate,824.0821695280983,20.6,3.1,2,4,820.8935391101995,800.1264487919461,776.1397689814696,750.1343547961847,810.6465705107577,842.1417352687477
2022-04-07,tomate,827.1479839651216,20.6,0.2,3,4,824.0821695280983,803.694507361391,779.336486505143,750.522928057661,814.068816330208,843.9546872751495
2022-04-08,tomate,830.0753471602176,20.7,1.2,4,4,827.1479839651216,807.2437244163738,782.6385853016808,751.1638280505126,817.4193129878837,845.5434760048383
2022-04-09,tomate,832.8493299359394,19.4,22.9,5,4,830.0753471602176,810.7559994043908,786.0292250900537,752.0537862668431,820.6809733798613,846.8999988387369
2022-04-10,tomate,835.4557853353392,20.4,0.0,6,4,832.8493299359394,814.2134201727492,789.491114041512,753.188264033708,823.8371634557969,848.0173376840949
2022-04-11,tomate,837.881420769636,20.1,0.0,0,4,835.4557853353392,817.5983543182529,793.0065969656977,754.5614756597663,826.8717870504526,848.8897942558758
2022-04-12,tomate,840.1138658087172,20.2,0.2,1,4,837.881420769636,820.8935391101995,796.557745349854,756.1664179415644,829.7693679720787,849.5129191372818
2022-04-13,tomate,842.1417352687477,21.1,1.5,2,4,840.1138658087172,824.0821695280983,800.1264487919461,757.9949058789778,832.5151289290098,849.8835344712085
2022-04-14,tomate,843.9546872751495,21.4,1.8,3,4,842.1417352687477,827.1479839651216,803.694507361391,760.0376144176632,835.0950668919597,849.9997501669101
2022-04-15,tomate,845.5434760048383,21.8,1.2,4,4,843.9546872751495,830.0753471602176,807.2437244163738,762.2841260056418,837.4960245076782,849.8609735392199
2022-04-16,tomate,846.8999988387369,20.8,6.9,5,4,845.5434760048383,832.8493299359394,810.7559994043908,764.7229837214804,839.7057571997667,849.4679123311691
2022-04-17,tomate,848.0173376840949,20.6,8.1,6,4,846.8999988387369,835.4557853353392,814.2134201727492,767.3417497031235,841.7129956144521,848.822571104587
2022-04-18,tomate,848.8897942558758,20.8,1.5,0,4,848.0173376840949,837.881420769636,817.5983543182529,770.1270685793972,843.5075030928458,847.9282410170936
2022-04-19,tomate,849.5129191372818,19.9,0.6,1,4,848.8897942558758,840.1138658087172,820.8935391101995,773.0647355806922,845.0801278765945,846.789483037616
2022-04-20,tomate,849.8835344712085,19.6,1.1,2,4,849.5129191372818,842.1417352687477,824.0821695280983,776.1397689814696,846.422849780675,845.412104686032
2022-04-21,tomate,849.9997501669101,19.5,0.5,3,4,849.8835344712085,843.9546872751495,827.1479839651216,779.336486505143,847.5288210953122,843.8031304155616
2022-04-22,tomate,849.8609735392199,18.8,5.6,4,4,849.9997501669101,845.5434760048383,830.0753471602176,782.6385853016808,848.3924015084209,841.9707657889551
2022-04-23,tomate,849.4679123311691,19.4,9.2,5,4,849.8609735392199,846.8999988387369,832.8493299359394,786.0292250900537,849.0091868704754,839.9243556311745
2022-04-24,tomate,848.822571104587,19.1,18.6,6,4,849.4679123311691,848.0173376840949,835.4557853353392,789.491114041512,849.3760316551086,837.6743363719819
2022-04-25,tomate,847.9282410170936,19.0,16.0,0,4,848.822571104587,848.8897942558758,837.881420769636,793.0065969656977,849.4910650008932,835.2321828214846
2022-04-26,tomate,846.789483037616,19.2,10.8,1,4,847.9282410170936,849.5129191372818,840.1138658087172,796.557745349854,849.3537002524957,832.6103496500726
2022-04-27,tomate,845.412104686032,19.8,20.4,2,4,846.789483037616,849.8835344712085,842.1417352687477,800.1264487919461,848.9646379525435,829.822207871195
2022-04-28,tomate,843.8031304155616,20.1,24.0,3,4,845.412104686032,849.9997501669101,843.9546872751495,803.694507361391,848.3258622689469,826.8819766509031
2022-04-29,tomate,841.9707657889551,19.6,34.9,4,4,843.8031304155616,849.8609735392199,845.5434760048383,807.2437244163738,847.440630875897,823.8046507919241
2022-04-30,tomate,839.9243556311745,19.7,31.9,5,4,841.9707657889551,849.4679123311691,846.8999988387369,810.7559994043908,846.3134583401448,820.6059242620878
2022-05-01,tomate,837.6743363719819,19.6,18.2,6,5,839.9243556311745,848.822571104587,848.0173376840949,814.2134201727492,844.9500930972885,817.3021101571
2022-05-02,tomate,835.2321828214846,19.8,12.2,0,5,837.6743363719819,847.9282410170936,848.8897942558758,817.5983543182529,843.3574881354879,813.9100575058432
2022-05-03,tomate,832.6103496500726,20.1,15.2,1,5,835.2321828214846,846.789483037616,849.5129191372818,820.8935391101995,841.5437655361151,810.4470653424871
2022-05-04,tomate,829.822207871195,20.7,20.0,2,5,832.6103496500726,845.412104686032,849.8835344712085,824.0821695280983,839.5181750521804,806.9307944836293
2022-05-05,tomate,826.8819766509031,19.8,20.5,3,5,829.822207871195,843.8031304155616,849.9997501669101,827.1479839651216,837.291046935775,803.3791774603919
2022-05-06,tomate,823.8046507919241,19.0,21.9,4,5,826.8819766509031,841.9707657889551,849.8609735392199,830.0753471602176,834.8737392551095,799.8103270648098
2022-05-07,tomate,820.6059242620878,19.5,4.5,5,5,823.8046507919241,839.9243556311745,849.4679123311691,832.8493299359394,832.2785799698195,796.2424439769095
2022-05-08,tomate,817.3021101571,19.6,5.0,6,5,820.6059242620878,837.6743363719819,848.822571104587,835.4557853353392,829.5188040599498,792.6937239435726
2022-05-09,tomate,813.9100575058432,20.6,0.7,0,5,817.3021101571,835.2321828214846,847.9282410170936,837.881420769636,826.6084860292525,789.182264982556
2022-05-10,tomate,810.4470653424871,20.6,0.5,1,5,813.9100575058432,832.6103496500726,846.789483037616,840.1138658087172,823.562468127018,785.7259750849194
2022-05-11,tomate,806.9307944836293,19.8,0.9,2,5,810.4470653424871,829.822207871195,845.412104686032,842.1417352687477,820.3962846545057,782.342480886563
2022-05-12,tomate,803.3791774603919,19.5,41.5,3,5,806.9307944836293,826.8819766509031,843.8031304155616,843.9546872751495,817.1260827419964,779.0490377746429
2022-05-13,tomate,799.8103270648098,20.1,9.0,4,5,803.3791774603919,823.8046507919241,841.9707657889551,845.5434760048383,813.7685400004948,775.862441887305
2022-05-14,tomate,796.2424439769095,19.7,30.5,5,5,799.8103270648098,820.6059242620878,839.9243556311745,846.8999988387369,810.3407794680498,772.7989444555315
2022-05-15,tomate,792.6937239435726,19.4,16.9,6,5,796.2424439769095,817.3021101571,837.6743363719819,848.0173376840949,806.860282284453,769.8741689239444
2022-05-16,tomate,789.182264982556,19.9,29.6,0,5,792.6937239435726,813.9100575058432,835.2321828214846,848.8897942558758,803.3447985396633,767.1030312732374
2022-05-17,tomate,785.7259750849194,20.0,22.2,1,5,789.182264982556,810.4470653424871,832.6103496500726,849.5129191372818,799.8122567506224,764.4996639505858
2022-05-18,tomate,782.342480886563,19.7,3.8,2,5,785.7259750849194,806.9307944836293,829.822207871195,849.8835344712085,796.2806724281127,762.0773437959741
2022-05-19,tomate,779.0490377746429,18.9,15.7,3,5,782.342480886563,803.3791774603919,826.8819766509031,849.9997501669101,792.7680561999604,759.8484243320133
2022-05-20,tomate,775.862441887305,18.5,25.3,4,5,779.0490377746429,799.8103270648098,823.8046507919241,849.8609735392199,789.292321959139,757.8242727625568
2022-05-21,tomate,772.7989444555315,19.7,7.1,5,5,775.862441887305,796.2424439769095,820.6059242620878,849.4679123311691,785.8711955052097,756.0152120014166
2022-05-22,tomate,769.8741689239444,19.4,2.3,6,5,772.7989444555315,792.6937239435726,817.3021101571,848.822571104587,782.5221241450129,754.4304680268243
2022-05-23,tomate,767.1030312732374,19.3,7.5,0,5,769.8741689239444,789.182264982556,813.9100575058432,847.9282410170936,779.2621877136373,753.0781228301245
2022-05-24,tomate,764.4996639505858,18.7,24.4,1,5,767.1030312732374,785.7259750849194,810.4470653424871,846.789483037616,776.108011469449,751.9650731986526
2022-05-25,tomate,762.0773437959741,18.5,30.3,2,5,764.4996639505858,782.342480886563,806.9307944836293,845.412104686032,773.0756813074014,751.0969955430033
2022-05-26,tomate,759.8484243320133,20.0,6.0,3,5,762.0773437959741,779.0490377746429,803.3791774603919,843.8031304155616,770.1806617230316,750.4783169480634
2022-05-27,tomate,757.8242727625568,19.7,27.9,4,5,759.8484243320133,775.862441887305,799.8103270648098,841.9707657889551,767.4377169455131,750.1121925954451
2022-05-28,tomate,756.0152120014166,18.9,14.6,5,5,757.8242727625568,772.7989444555315,796.2424439769095,839.9243556311745,764.8608356419776,750.0004896724648
2022-05-29,tomate,754.4304680268243,18.8,18.1,6,5,756.0152120014166,769.8741689239444,792.6937239435726,837.6743363719819,762.4631595771041,750.1437778497261
2022-05-30,tomate,753.0781228301245,19.5,6.5,0,5,754.4304680268243,767.1030312732374,789.182264982556,835.2321828214846,760.2569165918012,750.541326375873
2022-05-31,tomate,751.9650731986526,19.3,29.1,1,5,753.0781228301245,764.4996639505858,785.7259750849194,832.6103496500726,758.253358242785,751.1911078043282
2022-06-01,tomate,751.0969955430033,18.9,46.6,2,6,751.9650731986526,762.0773437959741,782.342480886563,829.822207871195,756.4627024210804,752.089808333011
2022-06-02,tomate,750.4783169480634,17.9,10.8,3,6,751.0969955430033,759.8484243320133,779.0490377746429,826.8819766509031,754.8940812420844,753.2328447043035
2022-06-03,tomate,750.1121925954451,18.5,27.1,4,6,750.4783169480634,757.8242727625568,775.862441887305,823.8046507919241,753.5554944729487,754.6143875790776
2022-06-04,tomate,750.0004896724648,19.4,2.2,5,6,750.1121925954451,756.0152120014166,772.7989444555315,820.6059242620878,752.4537687347901,756.2273912655786
2022-06-05,tomate,750.1437778497261,19.0,23.5,6,6,750.0004896724648,754.4304680268243,769.8741689239444,817.3021101571,751.5945226877968,758.06362965155
2022-06-06,tomate,750.541326375873,18.1,25.2,0,6,750.1437778497261,753.0781228301245,767.1030312732374,813.9100575058432,750.9821383767829,760.1137381563533
2022-06-07,tomate,751.1911078043282,18.5,32.4,1,6,750.541326375873,751.9650731986526,764.4996639505858,810.4470653424871,750.6197388833183,762.3672614891301
2022-06-08,tomate,752.089808333011,18.6,13.3,2,6,751.1911078043282,751.0969955430033,762.0773437959741,806.9307944836293,750.5091723984149,764.8127069694467
2022-06-09,tomate,753.2328447043035,19.2,30.4,3,6,752.089808333011,750.4783169480634,759.8484243320133,803.3791774603919,750.6510027969873,767.437603138492
2022-06-10,tomate,754.6143875790776,19.0,11.3,4,6,753.2328447043035,750.1121925954451,757.8242727625568,799.8103270648098,751.0445067621646,770.2285633619217
2022-06-11,tomate,756.2273912655786,18.7,30.2,5,6,754.6143875790776,750.0004896724648,756.0152120014166,796.2424439769095,751.6876774741121,773.1713540999782
2022-06-12,tomate,758.06362965155,18.0,32.7,6,6,756.2273912655786,750.1437778497261,754.4304680268243,792.6937239435726,752.577234844557,776.2509674967213
2022-06-13,tomate,760.1137381563533,17.9,9.9,0,6,758.06362965155,750.541326375873,753.0781228301245,789.182264982556,753.7086422448174,779.4516979181715
2022-06-14,tomate,762.3672614891301,18.3,8.7,1,6,760.1137381563533,751.1911078043282,751.9650731986526,785.7259750849194,755.0761296420288,782.7572220490324
2022-06-15,tomate,764.8127069694467,18.1,16.4,2,6,762.3672614891301,752.089808333011,751.0969955430033,782.342480886563,756.6727230255719,786.1506821395085
2022-06-16,tomate,767.437603138492,18.2,1.9,3,6,764.8127069694467,753.2328447043035,750.4783169480634,779.0490377746429,758.4902799736343,789.6147719776702
2022-06-17,tomate,770.2285633619217,18.7,2.4,4,6,767.437603138492,754.6143875790776,750.1121925954451,775.862441887305,760.5195311785184,793.1318251489191
2022-06-18,tomate,773.1713540999782,18.4,41.0,5,6,770.2285633619217,756.2273912655786,750.0004896724648,772.7989444555315,762.7501277189247,796.6839051324399
2022-06-19,tomate,776.2509674967213,18.3,30.4,6,6,773.1713540999782,758.06362965155,750.1437778497261,769.8741689239444,765.1706938381245,800.2528967751599
2022-06-20,tomate,779.4516979181715,18.7,11.7,0,6,776.2509674967213,760.1137381563533,750.541326375873,767.1030312732374,767.7688849588633,803.82059867671
2022-06-21,tomate,782.7572220490324,19.0,14.8,1,6,779.4516979181715,762.3672614891301,751.1911078043282,764.4996639505858,770.5314506391231,807.3688160142359
2022-06-22,tomate,786.1506821395085,19.4,5.6,2,6,782.7572220490324,764.8127069694467,752.089808333011,762.0773437959741,773.4443021476806,810.8794533336649
2022-06-23,tomate,789.6147719776702,18.1,20.3,3,6,786.1506821395085,767.437603138492,753.2328447043035,759.8484243320133,776.4925843148321,814.3346068342042
2022-06-24,tomate,793.1318251489191,18.5,24.4,4,6,789.6147719776702,770.2285633619217,754.6143875790776,757.8242727625568,779.6607512918575,817.7166556754331
2022-06-25,tomate,796.6839051324399,18.5,32.8,5,6,793.1318251489191,773.1713540999782,756.2273912655786,756.0152120014166,782.9326458328572,821.008351841332
2022-06-26,tomate,800.2528967751599,18.3,49.7,6,6,796.6839051324399,776.2509674967213,758.06362965155,754.4304680268243,786.2915816946377,824.192908102956
2022-06-27,tomate,803.82059867671,18.4,20.9,0,6,800.2528967751599,779.4516979181715,760.1137381563533,753.0781228301245,789.7204287344146,827.2540836311529
2022-06-28,tomate,807.3688160142359,18.8,22.2,1,6,803.82059867671,782.7572220490324,762.3672614891301,751.9650731986526,793.2017002713485,830.1762668227115
2022-06-29,tomate,810.8794533336649,19.7,2.6,2,6,807.3688160142359,786.1506821395085,764.8127069694467,751.0969955430033,796.7176422663778,832.9445549175402
2022-06-30,tomate,814.3346068342042,20.1,1.4,3,6,810.8794533336649,789.6147719776702,767.437603138492,750.4783169480634,800.2503238655429,835.5448300008342
2022-07-01,tomate,817.7166556754331,18.8,22.4,4,7,814.3346068342042,793.1318251489191,770.2285633619217,750.1121925954451,803.7817288450476,837.9638310026332
2022-07-02,tomate,821.008351841332,18.9,67.6,5,7,817.7166556754331,796.6839051324399,773.1713540999782,750.0004896724648,807.2938474916926,840.1892213275811
2022-07-03,tomate,824.192908102956,18.9,13.9,6,7,821.008351841332,800.2528967751599,776.2509674967213,750.1437778497261,810.7687684501058,842.2096517699812
2022-07-04,tomate,827.2540836311529,20.4,15.5,0,7,824.192908102956,803.82059867671,779.4516979181715,750.541326375873,814.1887700683623,844.0148183932931
2022-07-05,tomate,830.1762668227115,19.7,6.3,1,7,827.2540836311529,807.3688160142359,782.7572220490324,751.1911078043282,817.5364107761399,845.5955150788893
2022-07-06,tomate,832.9445549175402,19.5,4.3,2,7,830.1762668227115,810.8794533336649,786.1506821395085,752.089808333011,820.7946180344935,846.9436804760812
2022-07-07,tomate,835.5448300008342,19.9,0.0,3,7,832.9445549175402,814.3346068342042,789.6147719776702,753.2328447043035,823.9467754036185,848.0524391139754
2022-07-08,tomate,837.9638310026332,20.5,2.2,4,7,835.5448300008342,817.7166556754331,793.1318251489191,754.6143875790776,826.9768072845657,848.916136465495
2022-07-09,tomate,840.1892213275811,20.2,6.0,5,7,837.9638310026332,821.008351841332,796.6839051324399,756.2273912655786,829.8692609027372,849.5303677847435
2022-07-10,tomate,842.2096517699812,19.8,20.6,6,7,840.1892213275811,824.192908102956,800.2528967751599,758.06362965155,832.6093851150583,849.8920005706451
2022-07-11,tomate,844.0148183932931,19.5,28.7,0,7,842.2096517699812,827.2540836311529,803.82059867671,760.1137381563533,835.1832056389192,849.9991905422985
2022-07-12,tomate,845.5955150788893,19.8,30.6,1,7,844.0148183932931,830.1762668227115,807.3688160142359,762.3672614891301,837.5775963192249,849.8513910445741
2022-07-13,tomate,846.9436804760812,18.8,19.8,2,7,845.5955150788893,832.9445549175402,810.8794533336649,764.8127069694467,839.7803460701074,849.4493558359846
2022-07-14,tomate,848.0524391139754,19.4,5.1,3,7,846.9436804760812,835.5448300008342,814.3346068342042,767.437603138492,841.7802211498991,848.7951352446132
2022-07-15,tomate,848.916136465495,20.4,1.5,4,7,848.0524391139754,837.9638310026332,817.7166556754331,770.2285633619217,843.5670224517764,847.892065711703
2022-07-16,tomate,849.5303677847435,20.9,0.0,5,7,848.916136465495,840.1892213275811,821.008351841332,773.1713540999782,845.1316375178994,846.7447527762341
2022-07-17,tomate,849.8920005706451,20.9,0.9,6,7,849.5303677847435,842.2096517699812,824.192908102956,776.2509674967213,846.4660870117798,845.3590475872641
2022-07-18,tomate,849.9991905422985,21.0,1.3,0,7,849.8920005706451,844.0148183932931,827.2540836311529,779.4516979181715,847.5635654118747,843.7420170638173
2022-07-19,tomate,849.8513910445741,20.4,6.2,1,7,849.9991905422985,845.5955150788893,830.1762668227115,782.7572220490324,848.4184757188754,841.9019078545031
2022-07-20,tomate,849.4493558359846,21.0,2.6,2,7,849.8513910445741,846.9436804760812,832.9445549175402,786.1506821395085,849.0264579996875,839.8481042806628
2022-07-21,tomate,848.7951352446132,20.5,1.9,3,7,849.4493558359846,848.0524391139754,835.5448300008342,789.6147719776702,849.3844116225308,837.5910804775344
2022-07-22,tomate,847.892065711703,19.6,20.2,4,7,848.7951352446132,848.916136465495,837.9638310026332,793.1318251489191,849.4905110697648,835.1423469775019
2022-07-23,tomate,846.7447527762341,20.1,16.8,5,7,847.892065711703,849.5303677847435,840.1892213275811,796.6839051324399,849.3442152477946,832.5143920078558
2022-07-24,tomate,845.3590475872641,19.4,0.9,6,7,846.7447527762341,849.8920005706451,842.2096517699812,800.2528967751599,848.946270246579,829.720617802432
